state,district_id,district
06,0623160,Lynwood Unified School District
06,0610260,Culver City Unified School District
06,0642000,West Covina Unified School District
06,0608190,Charter Oak Unified School District
06,0608760,Claremont Unified School District
06,0605610,Bonita Unified School District
06,0621000,Las Virgenes Unified School District
06,0636970,Snowline Joint Unified School District
06,0634710,San Lorenzo Unified School District
06,0609640,Conejo Valley Unified School District
06,0636840,Simi Valley Unified School District
06,0600160,Yosemite Unified School District
06,0601332,Twin Rivers Unified School District
06,0601331,Trinity Alps Unified School District
06,0609665,Leggett Valley Unified School District
06,0614070,Fort Bragg Unified School District
06,0633720,Round Valley Unified School District
06,0642560,Willits Unified School District
06,0600068,Golden Valley Unified School District
06,0614950,Gateway Unified School District
06,0624030,Martinez Unified School District
06,0630330,Piedmont City Unified School District
06,0641160,Visalia Unified School District
06,0600064,Porterville Unified School District
06,0600026,El Tejon Unified School District
06,0637200,Sonoma Valley Unified School District
06,0623820,Maricopa Unified School District
06,0626490,Muroc Joint Unified School District
06,0638880,Tehachapi Unified School District
06,0603300,Atascadero Unified School District
06,0639000,Templeton Unified School District
06,0600049,Coast Unified School District
06,0600048,Paso Robles Joint Unified School District
06,0620640,Lake Tahoe Unified School District
06,0605240,Black Oak Mine Unified School District
06,0608970,Cloverdale Unified School District
06,0615150,Geyserville Unified School District
06,0611110,Desert Sands Unified School District
06,0634440,San Jacinto Unified School District
06,0629550,Palm Springs Unified School District
06,0609850,Corona-Norco Unified School District
06,0602850,Antioch Unified School District
06,0618990,John Swett Unified School District
06,0630600,Pittsburg Unified School District
06,0632550,West Contra Costa Unified School District
06,0600034,Windsor Unified School District
06,0609940,Cotati-Rohnert Park Unified School District
06,0638980,Temple City Unified School District
06,0602970,Arcadia Unified School District
06,0635130,San Ramon Valley Unified School District
06,0604440,Bellflower Unified School District
06,0601339,Hamilton Unified School District
08,0800001,Cheyenne County School District RE-5
08,0800016,Yuma School District 1
08,0800017,Wray School District RD-2
08,0800018,Idalia School District RJ-3
08,0800019,Liberty School District J-4
08,0801920,Academy School District 20
08,0801950,Adams County School District 14
08,0801980,Agate School District 300
08,0802010,Aguilar Reorganized School District 6
08,0802040,Akron School District R-1
08,0802070,Alamosa School District RE-11J
08,0802130,South Conejos School District RE-10
08,0802190,Archuleta County School District 50-JT
08,0802220,Arickaree School District R-2
08,0802260,Arriba-Flagler School District C-20
08,0802280,Aspen School District 1
08,0802310,Ault-Highland School District RE-9
08,0802340,Adams-Arapahoe School District 28J
08,0802370,Platte Canyon School District 1
08,0802400,Bayfield School District 10 JT-R
08,0802430,Bennett School District 29-J
08,0802460,Bethune School District R-5
08,0802520,Branson Reorganized School District 82
08,0802550,Briggsdale School District RE-10
08,0802580,School District 27J
08,0802610,Brush School District RE-2J
08,0802640,Buena Vista School District R-31
08,0802670,Burlington School District RE-6J
08,0802700,Byers School District 32J
08,0802730,Calhan School District RJ-1
08,0802790,Cañon City School District RE-1
08,0802850,Center School District 26-JT
08,0802880,Cheraw School District 31
08,0802940,Cheyenne Mountain School District 12
08,0803000,Clear Creek School District RE-1
08,0803030,Plateau Valley School District 50
08,0803060,Colorado Springs School District 11
08,0803090,Montezuma-Cortez School District RE-1
08,0803120,Cotopaxi School District RE-3
08,0803150,Creede School District
08,0803180,Cripple Creek-Victor School District RE-1
08,0803210,Crowley County School District RE-1-J
08,0803240,De Beque School District 49-JT
08,0803270,Deer Trail School District 26J
08,0803300,Upper Rio Grande School District C-7
08,0803330,Delta County School District 50J
08,0803360,Denver County School District 1
08,0803390,Dolores School District RE-4A
08,0803420,Dolores County School District RE-2
08,0803450,Douglas County School District RE-1
08,0803480,Durango School District 9-R
08,0803510,Eads School District RE-1
08,0803540,Eagle County School District RE 50
08,0803600,Eaton School District RE-2
08,0803630,Edison School District 54-JT
08,0803690,Elbert School District 200
08,0803750,Ellicott School District 22
08,0803780,Englewood School District 1
08,0803810,Estes Park School District R-3
08,0803870,School District 49
08,0803930,Frenchman School District RE-3
08,0803990,Poudre School District R-1
08,0804020,Weld County School District RE-8
08,0804050,Fort Morgan School District RE-3
08,0804080,Fountain School District 8
08,0804140,Sierra Grande School District R-30
08,0804200,Weld County School District RE-1
08,0804230,Gilpin County School District RE-1
08,0804290,Granada School District RE-1
08,0804320,East Grand School District 2
08,0804350,Mesa County Valley School District 51
08,0804380,Garfield County School District 16
08,0804410,Greeley School District 6
08,0804440,Pawnee School District RE-12
08,0804470,Gunnison Watershed School District RE-1J
08,0804500,Hanover School District 28
08,0804530,Harrison School District 2
08,0804560,Haxtun School District RE-2J
08,0804590,Hayden School District RE-1
08,0804620,Hinsdale County School District RE-1
08,0804650,Hoehne Reorganized School District 3
08,0804680,Holly School District RE-3
08,0804710,Holyoke School District RE-1J
08,0804740,Genoa-Hugo School District C-113
08,0804770,Ignacio School District 11-JT
08,0804830,Johnstown-Milliken School District RE-5J
08,0804860,Julesburg School District RE-1
08,0804890,Karval School District RE-23
08,0804920,Weld County School District RE-3J
08,0804950,Platte Valley School District RE-7
08,0804980,Kim Reorganized School District 88
08,0805040,Kit Carson School District R-1
08,0805070,West Grand School District 1-JT
08,0805130,East Otero School District R-1
08,0805160,La Veta School District RE-2
08,0805190,Lake County School District R-1
08,0805220,Lamar School District RE-2
08,0805250,Las Animas School District RE-1
08,0805310,Littleton School District 6
08,0805340,Lone Star School District 101
08,0805370,St. Vrain Valley School District RE 1J
08,0805400,Thompson School District R-2J
08,0805460,Mancos School District RE-6
08,0805490,Manitou Springs School District 14
08,0805520,Manzanola School District 3J
08,0805550,Mapleton School District 1
08,0805610,Meeker School District RE1
08,0805640,Buffalo School District RE-4
08,0805670,Miami-Yoder School District 60-JT
08,0805700,Moffat School District 2
08,0805730,Moffat County School District RE-1
08,0805760,Monte Vista School District C-8
08,0805790,Montrose County School District RE-1J
08,0805820,Lewis-Palmer School District 38
08,0805850,West End School District RE-2
08,0805910,South Routt School District RE-3
08,0805940,Otis School District R-3
08,0805970,Ouray School District R-1
08,0806030,Plateau School District RE-5
08,0806090,Pritchett School District RE-3
08,0806150,Pueblo County School District 70
08,0806180,Rangely School District RE-4
08,0806210,Ridgway School District R-2
08,0806240,Garfield School District RE-2
08,0806270,Rocky Ford School District R-2
08,0806300,Mountain Valley School District RE-1
08,0806330,Salida School District R-32
08,0806360,Centennial School District R-1
08,0806420,Sangre de Cristo School District RE-22J
08,0806450,Sargent School District RE-33J
08,0806480,Widefield School District 3
08,0806510,Hi-Plains School District R-23
08,0806540,Sheridan School District 2
08,0806570,Silverton School District 1
08,0806630,Springfield School District RE-4
08,0806660,Steamboat Springs School District RE-2
08,0806690,Valley School District RE-1
08,0806750,Strasburg School District 31J
08,0806780,Stratton School District R-4
08,0806810,Summit School District RE-1
08,0806840,Swink School District 33
08,0806870,Telluride School District R-1
08,0806900,Adams 12 Five Star Schools
08,0806930,Plainview School District RE-2
08,0806960,Trinidad School District 1
08,0806990,Vilas School District RE-5
08,0807050,North Park School District R-1
08,0807080,Huerfano School District RE-1
08,0807110,Walsh School District RE-1
08,0807140,Weldon Valley School District RE-20J
08,0807230,Westminster Public School District
08,0807260,Primero Reorganized School District 2
08,0807350,Windsor School District RE-4
08,0807380,Woodland Park School District RE-2
08,0807410,Woodlin School District R-104
08,0807290,Wiggins School District RE-50J
08,0802490,Boulder Valley School District RE-2
08,0802760,Campo School District RE-6
08,0802910,Cherry Creek School District 5
08,0803720,Elizabeth School District
08,0805010,Kiowa School District C-2
08,0806060,Peyton School District 23-JT
08,0806600,Big Sandy School District 100J
08,0803840,Park County School District RE-2
08,0803960,Fremont RE-2
08,0807200,Custer County School District C-1
08,0804110,Fowler School District R-4J
08,0806120,Pueblo City School District 60
08,0804260,Roaring Fork School District RE-1
08,0804800,Jefferson County School District R-1
08,0805100,North Conejos School District RE-1J
08,0806390,Sanford School District 6J
08,0805280,Limon School District RE-4J
08,0805580,McClave School District RE-2
08,0807320,Wiley School District RE-13-JT
08,0805880,Norwood School District R-2J
08,0806000,Revere School District
08,0806720,Prairie School District RE-11
16,1600001,West Bonner County School District 83
16,1600002,Lake Pend Oreille School District 84
16,1600009,Troy School District 287
16,1600010,Whitepine Joint School District 288
16,1600030,Aberdeen School District 58
16,1600060,American Falls Joint School District 381
16,1600090,Arbon Elementary School District 383
16,1600138,Salmon River School District 243
16,1600139,Mountain View School District 244
16,1600150,Avery School District 394
16,1600180,Basin School District 72
16,1600240,Bear Lake County School District 33
16,1600270,Blackfoot School District 55
16,1600300,Blaine County School District 61
16,1600330,Bliss Joint School District 234
16,1600360,Boise City Independent School District 1
16,1600420,Boundary County School District 101
16,1600450,Bruneau-Grand View Joint School District 365
16,1600480,Buhl Joint School District 412
16,1600490,Butte County Joint School District 111
16,1600510,Caldwell School District 132
16,1600540,Camas County School District 121
16,1600570,Cambridge Joint School District 432
16,1600600,Vallivue School District 139
16,1600630,Cascade School District 422
16,1600660,Cassia County Joint School District 151
16,1600690,Castleford School District 417
16,1600720,Challis Joint School District 181
16,1600750,Clark County School District 161
16,1600780,Coeur d'Alene School District 271
16,1600810,Cottonwood Joint School District 242
16,1600815,Plummer-Worley Joint School District 44
16,1600840,Council School District 13
16,1600870,Culdesac Joint School District 342
16,1600900,Dietrich School District 314
16,1600930,Bonneville Joint School District 93
16,1600960,Preston Joint School District 201
16,1601020,Emmett Independent School District 221
16,1601050,Filer School District 413
16,1601080,Firth School District 59
16,1601110,Fremont County Joint School District 215
16,1601140,Fruitland School District 373
16,1601170,Garden Valley School District 71
16,1601200,Genesee Joint School District 282
16,1601230,Glenns Ferry Joint School District 192
16,1601260,Gooding Joint School District 231
16,1601290,Grace Joint School District 148
16,1601380,Hagerman Joint School District 233
16,1601410,Hansen School District 415
16,1601440,Highland Joint School District 305
16,1601470,Homedale Joint School District 370
16,1601500,Horseshoe Bend School District 73
16,1601530,Idaho Falls School District 91
16,1601570,Jefferson County Joint School District 251
16,1601590,Jerome Joint School District 261
16,1601620,Kamiah Joint School District 304
16,1601650,Kellogg Joint School District 391
16,1601680,Kendrick Joint School District 283
16,1601710,Kimberly School District 414
16,1601740,Kootenai Joint School District 274
16,1601770,Kuna Joint School District 3
16,1601800,Lakeland Joint School District 272
16,1601830,Lapwai School District 341
16,1601860,Lewiston Independent School District 340
16,1601900,Mackay Joint School District 182
16,1601920,Madison School District 321
16,1601950,Marsh Valley Joint School District 21
16,1601980,Marsing Joint School District 363
16,1602030,McCall-Donnelly Joint School District 421
16,1602060,Meadows Valley School District 11
16,1602070,Melba Joint School District 136
16,1602100,Meridian Joint School District 2
16,1602130,Middleton School District 134
16,1602160,Midvale School District 433
16,1602190,Minidoka County Joint School District 331
16,1602220,Moscow School District 281
16,1602250,Mountain Home School District 193
16,1602280,Mullan School District 392
16,1602310,Murtaugh Joint School District 418
16,1602340,Nampa School District 131
16,1602370,New Plymouth School District 372
16,1602400,Nezperce Joint School District 302
16,1602430,North Gem School District 149
16,1602460,Notus School District 135
16,1602490,Oneida County School District 351
16,1602520,Orofino Joint School District 171
16,1602550,Parma School District 137
16,1602580,Payette Joint School District 371
16,1602610,Pleasant Valley Elementary School District 364
16,1602640,Pocatello School District 25
16,1602670,Post Falls School District 273
16,1602700,Potlatch School District 285
16,1602730,Prairie Elementary School District 191
16,1602760,Richfield School District 316
16,1602790,Ririe Joint School District 252
16,1602820,Rockland School District 382
16,1602850,Salmon School District 291
16,1602910,Shelley Joint School District 60
16,1602940,Shoshone Joint School District 312
16,1602970,Snake River School District 52
16,1603000,Soda Springs Joint School District 150
16,1603030,South Lemhi School District 292
16,1603060,St. Maries Joint School District 41
16,1603090,Sugar-Salem Joint School District 322
16,1603120,Swan Valley Elementary School District 92
16,1603180,Teton County School District 401
16,1603210,Three Creek Joint Elementary School District 416
16,1603240,Twin Falls School District 411
16,1603270,Valley School District 262
16,1603300,Wallace School District 393
16,1603330,Weiser School District 431
16,1603360,Wendell School District 232
16,1603400,West Jefferson School District 253
16,1603420,West Side Joint School District 202
16,1603480,Wilder School District 133
19,1911040,Essex Community School District
19,1927240,Stanton Community School District
19,1904560,Bedford Community School District
19,1914880,IKM-Manning Community School District
19,1910350,East Union Community School District
19,1916620,Lenox Community School District
19,1908310,Creston Community School District
19,1914370,Humboldt Community School District
19,1918330,Manson Northwest Webster Community School District
19,1999019,Southeast Webster-Grand Community School District
19,1912600,Gilmore City-Bradgate Community School District
19,1911820,Fort Dodge Community School District
19,1900026,South O'Brien Community School District
19,1903090,Adair-Casey Community School District
19,1903960,Audubon Community School District
19,1927500,West Central Valley Community School District
19,1911250,Exira-Elk Horn-Kimballton Community School District
19,1931620,Whiting Community School District
19,1909570,Boyer Valley Community School District
19,1926250,Sidney Community School District
19,1913110,Nodaway Valley Community School District
19,1921810,Orient-Macksburg Community School District
19,1912230,Galva-Holstein Community School District
19,1925380,Schaller-Crestland Community School District
19,1925410,Schleswig Community School District
19,1903480,Alta-Aurelia Community School District
19,1920830,North Kossuth Community School District
19,1928200,Twin Rivers Community School District
19,1925980,Sheldon Community School District
19,1912480,George-Little Rock Community School District
19,1903930,Atlantic Community School District
19,1916680,Lewis Central Community School District
19,1912810,Graettinger-Terril Community School District
19,1916420,Laurens-Marathon Community School District
19,1925050,Ruthven-Ayrshire Community School District
19,1900023,Sioux Central Community School District
19,1915750,Kingsley-Pierson Community School District
19,1916530,Le Mars Community School District
19,1918630,Marcus-Meriden-Cleghorn Community School District
19,1924120,Remsen-Union Community School District
19,1926400,Sioux City Community School District
19,1931290,West Sioux Community School District
19,1903360,Algona Community School District
19,1908220,Council Bluffs Community School District
19,1928230,Underwood Community School District
19,1900027,Riverside Community School District
19,1913440,Hamburg Community School District
19,1912120,Fremont-Mills Community School District
19,1905190,Boyden-Hull Community School District
19,1931020,West Lyon Community School District
19,1926370,Sioux Center Community School District
19,1924660,Rock Valley Community School District
19,1907170,Cherokee Community School District
19,1900028,Prairie Valley Community School District
19,1925590,Sergeant Bluff-Luton Community School District
19,1931950,Woodbury Central Community School District
19,1927390,Storm Lake Community School District
19,1922380,Paton-Churdan Community School District
19,1922530,Perry Community School District
19,1920580,Newell-Fonda Community School District
19,1921600,Odebolt Arthur Battle Creek Ida Grove Community School District
19,1903780,Ar-We-Va Community School District
19,1929580,East Sac County Community School District
19,1919440,Missouri Valley Community School District
19,1931110,West Monona Community School District
19,1909060,Diagonal Community School District
19,1910050,Earlham Community School District
19,1905940,CAM Community School District
19,1908910,Denison Community School District
19,1923190,Pocahontas Area Community School District
19,1930720,West Bend-Mallard Community School District
19,1927960,Treynor Community School District
19,1906960,Central Lyon Community School District
19,1924000,Red Oak Community School District
19,1913230,Griswold Community School District
19,1916440,Lawton-Bronson Community School District
19,1931470,Westwood Community School District
19,1927000,Spirit Lake Community School District
19,1910340,River Valley Community School District
19,1918480,Maple Valley-Anthon Oto Community School District
19,1900031,Albert City-Truesdale Community School District
19,1906330,Carroll Community School District
19,1910950,Emmetsburg Community School District
19,1907470,Clay Central-Everly Community School District
19,1926910,Spencer Community School District
19,1907110,Charter Oak-Ute Community School District
19,1900021,Okoboji Community School District
19,1907350,Clarinda Community School District
19,1913660,Hartley-Melvin-Sanborn Community School District
19,1900024,South Central Calhoun Community School District
19,1912690,Glenwood Community School District
19,1918240,East Mills Community School District
19,1908070,Coon Rapids-Bayard Community School District
19,1913320,Guthrie Center Community School District
19,1911070,Estherville Lincoln Central Community School District
19,1908130,Corning Community School District
19,1919860,Mount Ayr Community School District
19,1900025,Panorama Community School District
19,1903150,Adel-De Soto-Minburn Community School District
19,1912750,Glidden-Ralston Community School District
19,1915210,Greene County Community School District
19,1926070,Shenandoah Community School District
19,1926670,South Page Community School District
19,1929280,Villisca Community School District
19,1904080,AHSTW Community School District
19,1931920,Woodbine Community School District
19,1930960,West Harrison Community School District
19,1927990,Tri-Center Community School District
19,1917460,Logan-Magnolia Community School District
19,1913500,Harlan Community School District
19,1903850,North Union Community School District
19,1916140,Harris-Lake Park Community School District
19,1900015,Sibley-Ocheyedan Community School District
19,1918840,MOC-Floyd Valley Community School District
19,1903220,Akron-Westfield Community School District
19,1914160,Hinton Community School District
20,2000001,Southeast of Saline Unified School District 306
20,2000002,Smoky Valley Unified School District 400
20,2000003,Wamego Unified School District 320
20,2000004,Rock Creek Unified School District 323
20,2000006,Hiawatha Unified School District 415
20,2000007,Smith Center Unified School District 237
20,2000012,Barnes Unified School District 223
20,2000013,Triplains Unified School District 275
20,2000014,Central Heights Unified School District 288
20,2000015,Ottawa Unified School District 290
20,2000016,Marysville Unified School District 364
20,2000017,Scott County Unified School District 466
20,2000020,Western Plains Unified School District 106
20,2000023,Rawlins County Unified School District 105
20,2000028,North Central-Washington Schools Unified School District 108
20,2000029,Rock Hills Unified School District 107
20,2000030,Republic County-Hillcrest Rural Schools Unified School District 109
20,2000346,Thunder Ridge Unified School District 110
20,2000348,Doniphan West Unified School District 111
20,2000349,Central Plains Unified School District 112
20,2000350,Prairie Hills Unified School District 113
20,2000351,Riverside Unified School District 114
20,2000353,Nemaha Unified School District 115
20,2003180,Abilene Unified School District 435
20,2003200,Auburn-Washburn Unified School District 437
20,2003210,North Lyon County Unified School District 251
20,2003240,Mill Creek Valley Unified School District 329
20,2003270,Northern Valley Unified School District 212
20,2003300,Labette County Unified School District 506
20,2003360,Andover Unified School District 385
20,2003390,Anthony-Harper Unified School District 361
20,2003430,Argonia Public Schools Unified School District 359
20,2003450,Arkansas City Unified School District 470
20,2003480,Northeast Unified School District 246
20,2003510,Ashland Unified School District 220
20,2003540,Atchison Public Schools Unified School District 409
20,2003570,Attica Unified School District 511
20,2003630,Augusta Unified School District 402
20,2003720,Baldwin City Unified School District 348
20,2003780,Basehor-Linwood Unified School District 458
20,2003810,Baxter Springs Unified School District 508
20,2003870,Beloit Unified School District 273
20,2003900,Belle Plaine Unified School District 357
20,2003960,Twin Valley Unified School District 240
20,2004020,Otis-Bison Unified School District 403
20,2004050,Bonner Springs Unified School District 204
20,2004080,Brewster Unified School District 314
20,2004140,Bucklin Unified School District 459
20,2004170,Altoona-Midway Unified School District 387
20,2004200,Buhler Unified School District 313
20,2004230,Central Unified School District 462
20,2004260,Burlingame Public School Unified School District 454
20,2004290,Burlington Unified School District 244
20,2004350,Burrton Unified School District 369
20,2004380,Caldwell Unified School District 360
20,2004410,Caney Valley Unified School District 436
20,2004440,Canton-Galva Unified School District 419
20,2004470,Waconda Unified School District 272
20,2004500,Cedar Vale Unified School District 285
20,2004560,Vermillion Unified School District 380
20,2004590,Chanute Public Schools Unified School District 413
20,2004620,Chapman Unified School District 473
20,2004650,Chase-Raymond Unified School District 401
20,2004670,Cheney Unified School District 268
20,2004710,Cherokee Unified School District 247
20,2004740,Cherryvale Unified School District 447
20,2004770,Chetopa-St. Paul Unified School District 505
20,2004790,Cheylin Unified School District 103
20,2004800,Cimarron-Ensign Unified School District 102
20,2004830,North Jackson Unified School District 335
20,2004890,Clay Center Unified School District 379
20,2004920,Clearwater Unified School District 264
20,2004950,Clifton-Clyde Unified School District 224
20,2004980,Coffeyville Unified School District 445
20,2005010,Colby Public Schools Unified School District 315
20,2005040,Comanche County Unified School District 300
20,2005070,Columbus Unified School District 493
20,2005100,Concordia Unified School District 333
20,2005130,Conway Springs Unified School District 356
20,2005190,Copeland Unified School District 476
20,2005250,Chase County Unified School District 284
20,2005280,Morris County Unified School District 417
20,2005310,Pike Valley Unified School District 426
20,2005370,Cunningham Unified School District 332
20,2005400,Deerfield Unified School District 216
20,2005460,Derby Unified School District 260
20,2005490,De Soto Unified School District 232
20,2005520,Dexter Unified School District 471
20,2005550,Dighton Unified School District 482
20,2005580,Dodge City Unified School District 443
20,2005610,Douglass Public Schools Unified School District 396
20,2005640,Easton Unified School District 449
20,2005700,Atchison County Community Schools Unified School District 377
20,2005730,El Dorado Unified School District 490
20,2005760,Elk Valley Unified School District 283
20,2005790,Elkhart Unified School District 218
20,2005800,Ell-Saline Unified School District 307
20,2005820,Ellinwood Public Schools Unified School District 355
20,2005850,Ellis Unified School District 388
20,2005870,Ellsworth Unified School District 327
20,2005940,Emporia Unified School District 253
20,2006000,Erie Unified School District 101
20,2006060,Wabaunsee East Unified School District 330
20,2006090,Eudora Unified School District 491
20,2006120,Eureka Unified School District 389
20,2006180,Fort Scott Unified School District 234
20,2006210,Fowler Unified School District 225
20,2006240,Remington-Whitewater Unified School District 206
20,2006270,Fredonia Unified School District 484
20,2006300,Frontenac Public Schools Unified School District 249
20,2006330,Fort Leavenworth Unified School District 207
20,2006360,Galena Unified School District 499
20,2006390,Garden City Unified School District 457
20,2006420,Gardner Edgerton Unified School District 231
20,2006450,Garnett Unified School District 365
20,2006480,Girard Unified School District 248
20,2006510,Southern Cloud Unified School District 334
20,2006540,Goddard Unified School District 265
20,2006570,Goessel Unified School District 411
20,2006580,Goodland Unified School District 352
20,2006630,Wheatland Unified School District 292
20,2006660,Great Bend Unified School District 428
20,2006690,Greeley County Schools Unified School District 200
20,2006720,Greensburg Unified School District 422
20,2006780,Grinnell Public Schools Unified School District 291
20,2006840,Halstead Unified School District 440
20,2006870,Hamilton Unified School District 390
20,2006930,Southern Lyon County Unified School District 252
20,2006960,Haven Public Schools Unified School District 312
20,2006990,Haviland Unified School District 474
20,2007020,Hays Unified School District 489
20,2007050,Haysville Unified School District 261
20,2007080,Healy Public Schools Unified School District 468
20,2007110,Herington Unified School District 487
20,2007170,Hesston Unified School District 460
20,2007260,Hill City Unified School District 281
20,2007290,Durham-Hillsboro-Lehigh Unified School District 410
20,2007320,Hoisington Unified School District 431
20,2007350,Holcomb Unified School District 363
20,2007380,Holton Unified School District 336
20,2007440,Rural Vista Unified School District 481
20,2007470,South Brown County Unified School District 430
20,2007500,West Elk Unified School District 282
20,2007530,Hoxie Community Schools Unified School District 412
20,2007560,Hugoton Public Schools Unified School District 210
20,2007590,Humboldt Unified School District 258
20,2007620,Hutchinson Public Schools Unified School District 308
20,2007650,Independence Unified School District 446
20,2007680,Ingalls Unified School District 477
20,2007710,Inman Unified School District 448
20,2007740,Iola Unified School District 257
20,2007750,Jayhawk Unified School District 346
20,2007800,Jetmore Unified School District 227
20,2007860,Stanton County Unified School District 452
20,2007890,Geary County Schools Unified School District 475
20,2007950,Kansas City Unified School District 500
20,2007970,Kaw Valley Unified School District 321
20,2008040,Crest Unified School District 479
20,2008070,Kingman-Norwich Unified School District 331
20,2008100,Kinsley-Offerle Unified School District 347
20,2008130,South Barber Unified School District 255
20,2008190,Kismet-Plains Unified School District 483
20,2008220,LaCrosse Unified School District 395
20,2008250,Prairie View Unified School District 362
20,2008280,Lakin Unified School District 215
20,2008310,Fairfield Unified School District 310
20,2008340,Lansing Unified School District 469
20,2008370,Fort Larned Unified School District 495
20,2008400,Lawrence Unified School District 497
20,2008430,Leavenworth Unified School District 453
20,2008550,Bluestem Unified School District 205
20,2008610,Leoti Unified School District 467
20,2008670,Leroy-Gridley Unified School District 245
20,2008700,Lewis Unified School District 502
20,2008730,Liberal Unified School District 480
20,2008790,Lincoln Unified School District 298
20,2008880,Little River Unified School District 444
20,2008910,Logan Unified School District 326
20,2008940,Centre Unified School District 397
20,2008970,Louisburg Unified School District 416
20,2009000,Lyndon Unified School District 421
20,2009030,Lyons Unified School District 405
20,2009060,Macksville Unified School District 351
20,2009090,Madison-Virgil Unified School District 386
20,2009140,Maize Unified School District 266
20,2009180,Manhattan Unified School District 383
20,2009240,Marion-Florence Unified School District 408
20,2009320,Royal Valley Unified School District 337
20,2009360,McLouth Unified School District 342
20,2009390,McPherson Unified School District 418
20,2009420,Meade Unified School District 226
20,2009450,Barber County North Unified School District 254
20,2009480,Marais des Cygnes Valley Unified School District 456
20,2009510,Jefferson West Unified School District 340
20,2009570,North Ottawa County Unified School District 239
20,2009600,Minneola Unified School District 219
20,2009630,Montezuma Unified School District 371
20,2009660,Marmaton Valley Unified School District 256
20,2009720,Moscow Public Schools Unified School District 209
20,2009780,Moundridge Unified School District 423
20,2009840,Mulvane Unified School District 263
20,2009850,Paradise Unified School District 399
20,2009900,Neodesha Unified School District 461
20,2009930,Ness City Unified School District 303
20,2009960,Newton Unified School District 373
20,2009990,Nickerson Unified School District 309
20,2010020,Norton Community Schools Unified School District 211
20,2010050,Oakley Unified School District 274
20,2010080,Oberlin Unified School District 294
20,2010140,Olathe Unified School District 233
20,2010170,Onaga-Havensville-Wheaton Unified School District 322
20,2010230,Osage City Unified School District 420
20,2010260,Osawatomie Unified School District 367
20,2010290,Osborne County Unified School District 392
20,2010320,Oskaloosa Public Schools Unified School District 341
20,2010350,Oswego Unified School District 504
20,2010410,Santa Fe Trail Unified School District 434
20,2010440,Oxford Unified School District 358
20,2010470,Palco Unified School District 269
20,2010500,Paola Unified School District 368
20,2010560,Parsons Unified School District 503
20,2010590,Peabody-Burns Unified School District 398
20,2010620,Perry Public Schools Unified School District 343
20,2010650,Phillipsburg Unified School District 325
20,2010680,Piper Unified School District 203
20,2010710,Pittsburg Unified School District 250
20,2010740,Plainville Unified School District 270
20,2010770,Pleasanton Unified School District 344
20,2010800,West Franklin Unified School District 287
20,2010890,Pratt Unified School District 382
20,2010920,Pretty Prairie Unified School District 311
20,2010950,Quinter Public Schools Unified School District 293
20,2010980,Blue Valley Unified School District 384
20,2011040,Golden Plains Unified School District 316
20,2011080,Renwick Unified School District 267
20,2011100,Riley County Unified School District 378
20,2011130,Riverton Unified School District 404
20,2011190,Rolla Unified School District 217
20,2011220,Flinthills Unified School District 492
20,2011250,Rose Hill Public Schools Unified School District 394
20,2011280,Pawnee Heights Unified School District 496
20,2011310,Russell County Unified School District 407
20,2011370,Salina Unified School District 305
20,2011400,Satanta Unified School District 507
20,2011430,Skyline Schools Unified School District 438
20,2011490,Seaman Unified School District 345
20,2011520,Chautauqua County Community Unified School District 286
20,2011550,Sedgwick Public Schools Unified School District 439
20,2011610,Wallace County Schools Unified School District 241
20,2011640,Shawnee Mission Public Schools Unified School District
20,2011700,Silver Lake Unified School District 372
20,2011760,Solomon Unified School District 393
20,2011790,South Haven Unified School District 509
20,2011820,Spearville Unified School District 381
20,2011850,Spring Hill Unified School District 230
20,2011880,St. Francis Community Schools Unified School District 297
20,2011910,St. John-Hudson Unified School District 350
20,2011970,Stafford Unified School District 349
20,2012000,Blue Valley Unified School District 229
20,2012030,Sterling Unified School District 376
20,2012060,Stockton Unified School District 271
20,2012090,Sublette Unified School District 374
20,2012120,Sylvan Grove Unified School District 299
20,2012150,Syracuse Unified School District 494
20,2012180,Shawnee Heights Unified School District 450
20,2012210,Tonganoxie Unified School District 464
20,2012260,Topeka Public Schools Unified School District 501
20,2012300,Circle Unified School District 375
20,2012330,Troy Public Schools Unified School District 429
20,2012360,Turner Unified School District 202
20,2012390,Udall Unified School District 463
20,2012420,Ulysses Unified School District 214
20,2012450,Uniontown Unified School District 235
20,2012510,Valley Center Public Schools Unified School District 262
20,2012540,Valley Falls Unified School District 338
20,2012600,Victoria Unified School District 432
20,2012630,WaKeeney Unified School District 208
20,2012780,Valley Heights Unified School District 498
20,2012810,Lebo-Waverly Unified School District 243
20,2012840,Wellington Unified School District 353
20,2012870,Wellsville Unified School District 289
20,2012900,Weskan Unified School District 242
20,2012990,Wichita Unified School District 259
20,2013020,Jefferson County North Unified School District 339
20,2013050,Winfield Unified School District 465
20,2013110,Woodson Unified School District 366
27,2709440,Rocori Public School District
27,2709540,Comfrey Public School District
27,2723010,Mountain Lake Public Schools
27,2705430,Bertha-Hewitt Public School District
27,2700022,Wadena-Deer Creek School District
27,2706300,Browerville Public School District
27,2720580,Menahga Public School District
27,2712360,Frazee-Vergas Public School District
27,2728230,Perham-Dent Public School District
27,2740830,Underwood Public School District
27,2720550,Melrose Public School District
27,2738280,Swanville Public School District
27,2728350,Pillager Public School District
27,2717010,Kelliher Public School District
